date,axis_Equity_US,axis_Equity_ExUS,axis_Rates,axis_Credit,axis_USD,axis_Commodities,axis_Metals,axis_Miners,axis_Vol,axis_Sector_Tech,axis_Sector_Fin,axis_Sector_Health,axis_Sector_ConsDisc,axis_Sector_ConsStap,axis_Sector_Ind,axis_Sector_Energy,axis_Sector_Materials,axis_Sector_Utilities,axis_Sector_Comm,axis_Sector_RealEstate,axis_MegaCap_AI,axis_Semis,axis_Software_Cloud,axis_DataCenter_Infra,axis_Cyber,axis_Defense,axis_Space,axis_Robotics,axis_Grid_Power,axis_Quantum,axis_Crypto,axis_Nuclear_Uranium,axis_Critical_Minerals,axis_Clean_Solar,axis_Clean_Wind,axis_Clean_Broad,axis_Genomics_Bio,axis_Drones_Autonomy
2025-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-28,1.6910595848713027e-05,-1.714226554045218e-05,6.075602168225495e-05,-1.6592039419672292e-05,7.330709718329504e-05,0.0001174173427114726,-0.00023132937213128586,-7.021144733673955e-05,1.5338852412660808e-06,5.174829380676152e-06,1.1419906788110036e-05,-1.0557139081918882e-05,9.095521992870281e-06,-1.5360143781807363e-06,1.79295825325014e-05,2.841714605541426e-05,2.105075176242854e-05,-1.6044790262915397e-05,6.241495302383161e-06,3.2650846340239154e-06,-1.1691271657767198e-05,5.20807943256285e-05,1.6563887292308133e-05,6.115711076777388e-05,1.1690068498642818e-05,2.2535712664145376e-05,3.818630887066307e-06,8.446171467426104e-06,2.404409487636685e-05,0.0002476628066226755,-0.00014725462340267655,-0.000308851258974292,-2.2683624477942103e-06,-2.873549993992898e-05,-1.6808502686630768e-05,-1.6176517462527694e-05,5.4787569940667065e-05,1.9892996264676776e-05
2025-05-29,1.6675814674690293e-05,-1.9795969448927764e-05,6.136997130580245e-05,-1.6635181422739644e-05,7.341023521342026e-05,0.00010771284352299798,-0.00023653326993538918,-6.743482622959608e-05,3.662533233046114e-07,6.0058082632572305e-06,1.0429584066875637e-05,-5.008019089853569e-06,9.596423663030435e-06,1.7612131934753537e-06,1.6720017600133095e-05,2.810974051724138e-05,1.9975926710354783e-05,-1.2199131930569223e-05,6.129685973757104e-06,7.549019728636681e-06,-2.1538315582943172e-06,4.952604552994465e-05,1.5045642754233653e-05,6.362119270803806e-05,1.0207831401891184e-05,2.1422461074935176e-05,2.329316750784066e-05,7.153123403606759e-06,2.1195841996178858e-05,0.00021975920915601259,-0.00013386056802388576,-0.00032967604880376094,-4.396245606804135e-06,-2.8236754034539186e-05,-1.4175692620355694e-05,-8.4700665374062e-06,5.896215339405128e-05,2.257639855841595e-05
2025-05-30,1.7197060398080615e-05,-2.0646713616079882e-05,6.248830272835886e-05,-1.3717537333328537e-05,7.204113824034803e-05,9.859769545101523e-05,-0.00023400596866308027,-5.835492073871364e-05,-4.122450840941456e-07,7.2082201127374785e-06,9.4533477024771e-06,-9.114526076061011e-07,1.0058384402463773e-05,5.2005808406155056e-06,1.568429376564746e-05,2.6965235101269795e-05,1.9959883060003626e-05,-8.858263568507169e-06,6.3167268454083265e-06,1.0666226098922388e-05,7.667011775750098e-06,4.818251121341314e-05,1.4164958774026206e-05,6.272960561222416e-05,8.535985829536296e-06,2.0450022325219902e-05,3.866132068511468e-05,6.233097529109606e-06,1.8602400706608457e-05,0.00019003611738818233,-0.00012005145392150495,-0.0003422535523466742,-5.625648357422482e-06,-2.8705001812063873e-05,-1.2135914789101533e-05,-1.9741160648877914e-06,4.8356380046978455e-05,2.219628226955729e-05
2025-05-31,1.7249913537053855e-05,-2.0826190199344976e-05,6.221369840161103e-05,-1.0823448317926988e-05,6.798296057835693e-05,8.689982922905953e-05,-0.00022355242098127983,-4.6532324715120794e-05,-1.4872007248035708e-06,8.287068467013028e-06,8.112112817694437e-06,3.398606313039687e-06,1.03024423396988e-05,8.143584982035368e-06,1.4210467677497374e-05,2.5016324383037903e-05,1.9475721907171258e-05,-5.481332238987119e-06,6.575777848332277e-06,1.3666246130384407e-05,1.6702523269380548e-05,4.566893569370116e-05,1.201771918838211e-05,6.134153015819272e-05,5.277490006650008e-06,1.918807980081141e-05,5.6604626732451204e-05,5.00343575527988e-06,1.5399380066751067e-05,0.0001548997930814164,-0.0001037402788685748,-0.000344972324613562,-7.2953585123559486e-06,-2.9640752368118237e-05,-9.988048116086888e-06,3.6337932443254456e-06,3.723612369598465e-05,1.9831494350848892e-05
2025-06-01,1.6859394146091215e-05,-2.029387244610499e-05,6.0723648260457895e-05,-7.605619358120818e-06,6.132516506058536e-05,7.257908202980349e-05,-0.00020565706487669526,-3.219146075867105e-05,-2.5552305028842927e-06,9.101948638898126e-06,6.465247397238421e-06,8.053765273078403e-06,1.029707154824638e-05,1.1119747994802176e-05,1.2343343021201508e-05,2.2176929188244365e-05,1.860023144142454e-05,-1.8050427855825376e-06,6.64102340623671e-06,1.6531977108987808e-05,2.470699600061706e-05,4.136938864618823e-05,9.441853709674515e-06,5.857512128432299e-05,1.9310688638441e-06,1.723944499055018e-05,7.302147561786819e-05,3.691133390996571e-06,1.1617842364172069e-05,0.00011500816576868125,-8.419236078849313e-05,-0.0003397085847342805,-9.039518937632557e-06,-3.0492641086557334e-05,-7.758486743033006e-06,8.637833726549537e-06,2.5972909520288515e-05,1.7268074619007463e-05
2025-06-02,1.7637730096796036e-05,-1.942442115577545e-05,5.504731658320311e-05,-3.674887313501151e-06,6.371820118167939e-05,5.794303246871623e-05,-0.0002199751358837869,-3.515197467660781e-05,-2.6470405534865123e-06,1.0097364420175883e-05,6.283034791622296e-06,1.630336042880396e-05,1.024566681772249e-05,1.563521477861172e-05,1.1538037380249643e-05,2.056423444079982e-05,1.8236513855588274e-05,6.179545291027185e-07,7.342843141696377e-06,2.0602336861927204e-05,3.73967678600121e-05,4.430542664789809e-05,9.129075018153566e-06,5.55719522705427e-05,8.313160011918114e-07,1.7495848268980507e-05,9.004340875700012e-05,3.131206887004574e-06,1.0112195734219828e-05,7.034878898519471e-05,-6.73974068556915e-05,-0.00033352852677300817,-8.08339725098394e-06,-2.8877800774250957e-05,-5.274379122109757e-06,1.4830186342137052e-05,2.4930572252506744e-05,1.40953835576669e-05
2025-06-03,1.706557568520526e-05,-1.9267235377349095e-05,5.068514844802782e-05,8.945243346229342e-06,6.35356194423887e-05,3.625190001713632e-05,-0.00023608217901151103,-4.05454072511107e-05,-4.705721021132363e-06,9.601430009746574e-06,1.1502186321695724e-05,2.830473585492693e-05,1.3882801775527708e-05,3.029416167461052e-05,1.0109198659775671e-05,2.011992987302003e-05,1.8930005848858602e-05,-1.5785744979716456e-06,1.170976692448138e-05,2.6522699876273744e-05,5.815862886167084e-05,4.8441779498212206e-05,1.2080346600019394e-05,6.0091956835850696e-05,2.71297052784909e-07,1.653070081180686e-05,9.2695958724758e-05,-5.900174392577598e-07,3.360131663614499e-05,7.371962429547749e-06,-6.355974998268422e-05,-0.00032550591119166695,-7.752144621279446e-06,-2.4872816297151495e-05,-6.3751706158831735e-06,1.761973237670185e-05,1.8968419740005017e-05,7.542423981588846e-06
2025-06-04,1.3186593306509147e-05,-2.25402895390309e-05,4.3622215475625505e-05,1.9639628797851237e-05,6.316229028063151e-05,1.1418100119594904e-05,-0.00024770915475163683,-4.593043506676916e-05,-7.009477422737732e-06,8.780480535695461e-06,1.538879892296234e-05,3.730490661290307e-05,1.6158207208526945e-05,4.488592042519766e-05,8.407987125423212e-06,1.9010512620633627e-05,1.8538349520639507e-05,-1.7844636092791764e-06,1.3602103521583224e-05,3.168121202301142e-05,7.32858196117971e-05,4.9724869171956386e-05,1.8290099424077887e-05,6.390210342546729e-05,1.7107532978002628e-06,1.5151512512142222e-05,8.810678373083766e-05,-5.284122859322967e-06,5.2059575083216945e-05,-1.66747691104275e-05,-5.9267569989031126e-05,-0.0003204704551563599,-6.001568335250678e-06,-1.972426661302101e-05,-7.143423260359441e-06,2.0768430740744832e-05,1.0253663155893843e-05,1.4990790625010137e-06
2025-06-05,9.986040647931248e-06,-2.5100590113109867e-05,3.0427325982983932e-05,2.949841518607242e-05,6.062495082742275e-05,-1.6681946546952e-05,-0.00025218147502639336,-4.954337390566e-05,-8.774293521177005e-06,8.259492405649572e-06,1.8493482200155362e-05,4.467232506024922e-05,1.796844264812781e-05,5.639758214571507e-05,6.5808532591109934e-06,1.6327628568286645e-05,1.7627963587790626e-05,-5.331815157101707e-06,1.5462032160402713e-05,3.555733292411283e-05,8.751957281786359e-05,5.1995088031174675e-05,2.48296553989369e-05,6.462386840169285e-05,3.544946854854755e-06,1.3049657870204991e-05,8.728159010376345e-05,-8.683796531610455e-06,6.893636942628044e-05,-4.0063860250053144e-05,-5.606294550196304e-05,-0.000304763369750066,-6.316587627970585e-06,-1.2444545220295032e-05,-7.2087432547689235e-06,2.5106749449582214e-05,2.780789610157942e-06,-4.394813161403006e-06
2025-06-06,6.182634089541465e-06,-2.8592321619901155e-05,2.412890363284492e-05,3.5667601509520425e-05,5.9526913435866224e-05,-2.496803557006757e-05,-0.00025738123930155795,-5.428842876206532e-05,-1.0720640186206307e-05,7.671010209340092e-06,2.065881458456761e-05,4.8902196699192647e-05,1.7580262209609986e-05,6.330174863659282e-05,4.153726887367771e-06,1.4245592927087462e-05,1.5543950019770497e-05,-9.454434027598006e-06,1.6903551614690524e-05,3.74391312772916e-05,0.00011622637019958709,5.188301437519422e-05,3.1359762319464114e-05,6.715494753644209e-05,4.4586882592000625e-06,1.0091590404312322e-05,8.155637444264185e-05,-1.1922105950173724e-05,8.373056388472786e-05,-6.238829695427599e-05,-5.1912485306095387e-05,-0.00028650071061701193,-1.1949617770325098e-05,-7.146849745568136e-06,-7.528194051986819e-06,2.658438779156375e-05,-1.1549351991205601e-05,-8.64902509238254e-06
2025-06-07,1.7549558376684703e-06,-3.165002420818115e-05,1.5499295907353544e-05,3.668877766154403e-05,5.915182594880219e-05,-3.136568922216523e-05,-0.00025018512957799367,-6.101433268665349e-05,-1.2521951396141967e-05,6.6252313558822806e-06,2.219463308414724e-05,5.1772388846936954e-05,1.6708490616576526e-05,6.821652018512745e-05,1.394920121371667e-06,1.2867670813173039e-05,1.2378068043221811e-05,-1.3254321467409613e-05,1.806658544577754e-05,3.7782198267083285e-05,0.00014262685571708747,4.936861183737023e-05,3.609545545358806e-05,6.642015466089145e-05,4.4549081998072945e-06,6.6826805468165575e-06,7.477853021366484e-05,-1.5556918535957705e-05,9.525394165185318e-05,-8.047510283516561e-05,-4.447032606097668e-05,-0.0002608802950188678,-1.941964807531767e-05,-1.5876421807451643e-06,-7.491574227367081e-06,2.7831167480294622e-05,-2.4482149768644406e-05,-1.0258762634457766e-05
