date,axis_Equity_US,axis_Equity_ExUS,axis_Rates,axis_Credit,axis_USD,axis_Commodities,axis_Metals,axis_Miners,axis_Vol,axis_Sector_Tech,axis_Sector_Fin,axis_Sector_Health,axis_Sector_ConsDisc,axis_Sector_ConsStap,axis_Sector_Ind,axis_Sector_Energy,axis_Sector_Materials,axis_Sector_Utilities,axis_Sector_Comm,axis_Sector_RealEstate,axis_MegaCap_AI,axis_Semis,axis_Software_Cloud,axis_DataCenter_Infra,axis_Cyber,axis_Defense,axis_Space,axis_Robotics,axis_Grid_Power,axis_Quantum,axis_Crypto,axis_Nuclear_Uranium,axis_Critical_Minerals,axis_Clean_Solar,axis_Clean_Wind,axis_Clean_Broad,axis_Genomics_Bio,axis_Drones_Autonomy
2025-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-28,1.5418548651316264e-05,-1.6611261773592817e-05,5.849040769848501e-05,-1.6486783654781147e-05,7.013544032172478e-05,0.00011463831793854505,-0.00022139889605918343,-6.790390249589256e-05,1.1347239415428586e-06,4.832255755371363e-06,1.0704680213831851e-05,-1.1008996748644504e-05,8.458872037096406e-06,-2.104001853184806e-06,1.692543055080478e-05,2.7338559802524816e-05,1.9850752770382783e-05,-1.5677649897704197e-05,5.813173705557226e-06,2.312107614854204e-06,-1.2009349212600797e-05,5.667652160148286e-05,1.5232643650090907e-05,5.871401584791331e-05,1.0768155857982278e-05,2.13319971703351e-05,3.654183790226564e-06,7.757581347090373e-06,2.47589035623148e-05,0.0002430031513099579,-0.00014243323892169877,-0.000300287392859154,-2.5303931370728884e-06,-2.7262614842049907e-05,-1.5938973433116725e-05,-1.5055308850274939e-05,4.997991901080926e-05,1.877841958871011e-05
2025-05-29,1.5302088788837045e-05,-1.9074971418976736e-05,5.9122828580738446e-05,-1.638809048938573e-05,7.023739103549778e-05,0.00010525114855979672,-0.00022642389408773582,-6.504602473702539e-05,4.954685455490218e-08,5.650161269852695e-06,9.802471623379881e-06,-5.547091906027766e-06,8.971017702407763e-06,1.149073563395609e-06,1.5805059695274872e-05,2.7066047638295237e-05,1.8893731621905806e-05,-1.1867673911423285e-05,5.741144045736395e-06,6.562996456679396e-06,-2.6977997115305558e-06,5.220898056290268e-05,1.3840727128361248e-05,6.130694005717609e-05,9.414097185186128e-06,2.0376568428108286e-05,2.2787038817379047e-05,6.582868233564233e-06,2.165402069104535e-05,0.0002162016170029886,-0.00012943071256926616,-0.00032090206598190773,-4.4789301018808425e-06,-2.6787378385811483e-05,-1.3366128613298626e-05,-7.598942154897338e-06,5.416065395448071e-05,2.1471484571627095e-05
2025-05-30,1.586147952391202e-05,-1.985195287814753e-05,6.019631029609905e-05,-1.3483519280525797e-05,6.890164529288221e-05,9.631884582280507e-05,-0.0002240192224335198,-5.617125257742073e-05,-6.691897442245759e-07,6.809274185472994e-06,8.88456205621606e-06,-1.4859250980204432e-06,9.427236207459497e-06,4.5239371964249164e-06,1.4832201299373132e-05,2.5959774778709085e-05,1.8926009138852704e-05,-8.546337707584864e-06,5.9064147019993224e-06,9.691281877964593e-06,6.807239185234887e-06,5.003951621721305e-05,1.2982715058627925e-05,6.070598604684847e-05,7.789662479032072e-06,1.951877360332351e-05,3.7910680215498465e-05,5.74294215580626e-06,1.9159861954781267e-05,0.0001873641094712042,-0.00011606239563364663,-0.0003334249880858862,-5.63546044183174e-06,-2.7266843448855294e-05,-1.1368988518687338e-05,-1.3382016387330703e-06,4.3897582704915214e-05,2.1166236016432e-05
2025-05-31,1.5978297519495265e-05,-2.000114413067951e-05,5.992228917094113e-05,-1.0622870638817955e-05,6.499559442126991e-05,8.4852250777934e-05,-0.00021399180942517797,-4.466419545170017e-05,-1.676821395759733e-06,7.856939938962618e-06,7.607829755555326e-06,2.7863048385119512e-06,9.677035357338269e-06,7.415457931814239e-06,1.3438817849737873e-05,2.4075537754874432e-05,1.850793800789109e-05,-5.212334211008488e-06,6.133623253150745e-06,1.2706875125188138e-05,1.5567222441200884e-05,4.6900384489167645e-05,1.0894159436060358e-05,5.963280813165187e-05,4.6275067077058e-06,1.8385969889026095e-05,5.547733159698416e-05,4.600288592264801e-06,1.605104169866602e-05,0.00015322158870709513,-0.00010027621849786368,-0.0003363298079246265,-7.241560038901807e-06,-2.8229278110957556e-05,-9.28933085024655e-06,4.028220182248141e-06,3.325011438529424e-05,1.894394271571096e-05
2025-06-01,1.5687751339993067e-05,-1.9461798492291824e-05,5.8476657886031026e-05,-7.446826132029709e-06,5.8593198452400725e-05,7.082542028947595e-05,-0.000196808429606471,-3.0722607641122845e-05,-2.669151245462403e-06,8.655672756050615e-06,6.040230369092485e-06,7.406505225637928e-06,9.691756749189175e-06,1.0349603338237537e-05,1.167197299511163e-05,2.132866682525461e-05,1.7720000415777204e-05,-1.590316781460843e-06,6.180945267027733e-06,1.560429116228337e-05,2.3354550789210285e-05,4.1876375635876574e-05,8.41528755879566e-06,5.7223202575517597e-05,1.3994322332583368e-06,1.6588541990296503e-05,7.155244125803075e-05,3.388318997032629e-06,1.2382171771819e-05,0.00011440395673128982,-8.135800806145554e-05,-0.000331453591928003,-8.918360568283398e-06,-2.9129930973944208e-05,-7.144928122420361e-06,8.784660487692883e-06,2.2558581576983207e-05,1.654375487558479e-05
2025-06-02,1.6472896734665297e-05,-1.861933135414721e-05,5.2975070663149946e-05,-3.5676592194051127e-06,6.098937432066097e-05,5.6473509717071746e-05,-0.00021091883583287203,-3.3587115911951934e-05,-2.7301686535248583e-06,9.593797945897177e-06,5.8959773545425845e-06,1.5544905556786298e-05,9.655742661096138e-06,1.4800037200583502e-05,1.092543611882485e-05,1.9767946288886303e-05,1.7429747999118257e-05,8.208147290842437e-07,6.83416728457417e-06,1.9685861112012505e-05,3.558877680438114e-05,4.4965899867974014e-05,8.079423594826896e-06,5.451611732615222e-05,3.2927828434684423e-07,1.690966929672386e-05,8.813795005904963e-05,2.846431504122345e-06,1.0947928263045334e-05,7.080844119040726e-05,-6.522225157321513e-05,-0.0003257843932290409,-8.011171479263186e-06,-2.767197927872778e-05,-4.772923615114252e-06,1.4635166880392686e-05,2.1735252638496286e-05,1.3520208750395937e-05
2025-06-03,1.6246907759086673e-05,-1.830237890459563e-05,4.88962918699009e-05,9.42262823806629e-06,6.093493460218118e-05,3.5210728437922717e-05,-0.00022717074124177546,-3.879813431089199e-05,-4.824742378872548e-06,8.959219751889263e-06,1.137764511783944e-05,2.780835652821207e-05,1.3553517713950527e-05,2.9639115227275613e-05,9.669675118648992e-06,1.9487186405426578e-05,1.8414639696256446e-05,-1.5329065009302546e-06,1.139994828795952e-05,2.5867724499599276e-05,5.569017660666495e-05,5.226637078150871e-05,1.1438219813112217e-05,5.694215459684632e-05,6.754079301105105e-08,1.6142426976092448e-05,9.061243352203726e-05,-9.353940720108545e-07,3.237957019244617e-05,9.125841265234903e-06,-6.135457494560035e-05,-0.0003229206004463078,-7.380960397990277e-06,-2.3725365161262845e-05,-6.02203271404108e-06,1.7478817191242485e-05,1.6720021897067377e-05,7.215738184809352e-06
2025-06-04,1.2810608484699755e-05,-2.1348403664981564e-05,4.219902344466518e-05,2.0423085830110757e-05,6.073946621500322e-05,1.0936787957445475e-05,-0.00023918992488827334,-4.409257726913483e-05,-7.131877716887224e-06,8.055119022158093e-06,1.5516122559494314e-05,3.707962365103842e-05,1.609523943025522e-05,4.430704421120389e-05,8.12228935846527e-06,1.853841279345468e-05,1.830960814769209e-05,-1.9798055708189057e-06,1.3542478023514759e-05,3.123273773412471e-05,7.049873080016547e-05,5.6023853863695104e-05,1.8040589042496972e-05,5.8792793134667686e-05,1.7861009499889017e-06,1.4928878309588096e-05,8.60971878405967e-05,-5.6093948978834304e-06,4.9084839375002704e-05,-1.4500966996366624e-05,-5.709541934084558e-05,-0.00032221943610174537,-5.448278508806908e-06,-1.866257124881218e-05,-6.928274099655941e-06,2.0695674956139093e-05,8.972365766991466e-06,1.3782694015600693e-06
2025-06-05,9.974713249768239e-06,-2.3734169573627252e-05,2.951397946335025e-05,3.056102852273257e-05,5.8435012302159195e-05,-1.6525957508773406e-05,-0.0002442859213173259,-4.7689768429043036e-05,-8.913312688741134e-06,7.447800855350589e-06,1.8845385345607714e-05,4.472354275414372e-05,1.8139221670473715e-05,5.5955366353329884e-05,6.441971981177612e-06,1.6030475162966005e-05,1.767346412209983e-05,-5.667886309710984e-06,1.5615137420728516e-05,3.533833852825222e-05,8.440227168995867e-05,6.070075164417067e-05,2.4879105218299548e-05,5.7853908989567295e-05,3.833037567980252e-06,1.3000208145296125e-05,8.522810893045696e-05,-9.02290546697392e-06,6.466197813118558e-05,-3.7559586964193955e-05,-5.398546877284619e-05,-0.0003107260994314143,-5.5498791530231715e-06,-1.1563008070887934e-05,-7.144474506012076e-06,2.501983497071926e-05,2.4058239223463192e-06,-4.312028749542552e-06
2025-06-06,6.638671316457647e-06,-2.7024188696903928e-05,2.353245304950119e-05,3.708872722483635e-05,5.751449924962731e-05,-2.4673141718952595e-05,-0.0002502633428308946,-5.239221303341352e-05,-1.0819599836295606e-05,6.85215457105603e-06,2.1232929391514858e-05,4.9222933327386904e-05,1.806300195880253e-05,6.304127179304741e-05,4.182877269993958e-06,1.4140571757843492e-05,1.589184096708539e-05,-9.964629610417685e-06,1.72894093693194e-05,3.742648775269017e-05,0.00011270178519000543,6.190826434130278e-05,3.1814230013736774e-05,5.886494423332254e-05,4.993808584102053e-06,1.0233092118906172e-05,7.970726044903472e-05,-1.2177142927996814e-05,7.796504214924146e-05,-5.9461414384269796e-05,-4.98898638356461e-05,-0.0002961111864342493,-1.072405248919641e-05,-6.3769460441992785e-06,-7.59227632355724e-06,2.6573186122694742e-05,-1.10061078664481e-05,-8.403336169063305e-06
2025-06-07,2.875583180339437e-06,-2.966764901219974e-05,1.5312498695873806e-05,3.886803170244355e-05,5.720266053477572e-05,-3.0960634034480376e-05,-0.0002443856669646116,-5.872877711278782e-05,-1.2527159002392843e-05,5.907112767907476e-06,2.3038413479097426e-05,5.2395608209321464e-05,1.7546461717309047e-05,6.823751755239356e-05,1.6880359671320102e-06,1.2989578779555609e-05,1.3158916589051696e-05,-1.3839505725369113e-05,1.870563014441174e-05,3.810214176667478e-05,0.00013887827077095088,5.683723225160515e-05,3.71786700000445e-05,5.725765983723409e-05,5.40596494945276e-06,7.128706880709831e-06,7.305966302708441e-05,-1.5513600007273096e-05,8.827363416914683e-05,-7.737184528815805e-05,-4.2543431224026616e-05,-0.0002735439714230688,-1.728706309464767e-05,-8.802499827544908e-07,-7.605116158907154e-06,2.7993076558876878e-05,-2.3299834904711178e-05,-9.886565596002294e-06
